Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Food/Drink,Fast Food,2/19/2022,"561-826-0883 ,FL",DOMINO'S PIZZA,"DOMINO'S 5062 561-826-0883 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$57.75 
Food/Drink,Fast Food,2/12/2022,"PALM BEACH GA,FL",DUNKIN,"DUNKIN #302456 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$29.85 
Food/Drink,Fast Food,2/12/2022,"olo.com      ,FL",POLLO TROPICAL,"POLLO TROPICAL 10017 OLO olo.com      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$83.35 
Food/Drink,Fast Food,2/3/2022,"RIVIERA BEACH,FL",CHINA WOK,"CHINA WOK RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.97 
Food/Drink,Fast Food,1/26/2022,"olo.com      ,FL",POLLO TROPICAL,"POLLO TROPICAL 10048 OLO olo.com      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$46.37 
Food/Drink,Fast Food,1/21/2022,"RIVIERA BEACH,FL",CHINA WOK,"CHINA WOK RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$8.51 
Food/Drink,Fast Food,1/14/2022,"WEST PALM BEA,FL",MCDONALD'S,"MCDONALD'S F7129 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$7.16 
Food/Drink,Fast Food,1/8/2022,"RIVIERA BEACH,FL",MCDONALD'S,"MCDONALD'S F468 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.19 
Food/Drink,Groceries,12/27/2022,"PALM BEACH GA,FL",PUBLIX,"PUBLIX #179 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.08 
Food/Drink,Groceries,12/23/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$64.04 
Food/Drink,Groceries,12/23/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.50 
Food/Drink,Groceries,11/28/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.11 
Food/Drink,Groceries,11/23/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.53 
Food/Drink,Groceries,11/15/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.76 
Food/Drink,Groceries,11/8/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.99 
Food/Drink,Groceries,11/2/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.30 
Food/Drink,Groceries,10/30/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$23.52 
Food/Drink,Groceries,10/30/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$12.84 
Food/Drink,Groceries,10/26/2022,"WEST PALM BEA,FL",INDIA BAZAAR,"INDIA BAZAAR WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.34 
Food/Drink,Groceries,10/26/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$22.79 
Food/Drink,Groceries,10/15/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$37.07 
Food/Drink,Groceries,10/13/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$117.52 
Food/Drink,Groceries,10/11/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.47 
Food/Drink,Groceries,10/8/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$23.52 
Food/Drink,Groceries,10/6/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.01 
Food/Drink,Groceries,10/4/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.76 
Food/Drink,Groceries,9/25/2022,"WEST PALM BEA,FL",VINH HUNG SUPERMARKET,"VINH HUNG ORIENTAL MARKET WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.42 
Food/Drink,Groceries,9/22/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$8.54 
Food/Drink,Groceries,9/14/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$12.52 
Food/Drink,Groceries,9/5/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$15.87 
Food/Drink,Groceries,8/23/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.31 
Food/Drink,Groceries,8/15/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.62 
Food/Drink,Groceries,8/14/2022,"FT. LAUDERDAL,FL",PRESIDENTE SUPERMARKET,"PRESIDENTE SUPERMARKET NO FT. LAUDERDAL,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$15.96 
Food/Drink,Groceries,8/14/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$106.59 
Food/Drink,Groceries,7/26/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.42 
Food/Drink,Groceries,7/19/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$82.90 
Food/Drink,Groceries,6/26/2022,"WEST PALM BEA,FL",VINH HUNG SUPERMARKET,"VINH HUNG ORIENTAL MARKET WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.70 
Food/Drink,Groceries,6/22/2022,"RIVIERA BEACH,FL",PUBLIX,"PUBLIX #1359 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$50.72 
Food/Drink,Groceries,6/14/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$8.36 
Food/Drink,Groceries,6/13/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #434 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$73.28 
Food/Drink,Groceries,6/8/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.69 
Food/Drink,Groceries,5/25/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.28 
Food/Drink,Groceries,5/20/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$70.52 
Food/Drink,Groceries,5/14/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$23.00 
Food/Drink,Groceries,4/23/2022,"PALM BEACH GA,FL",PUBLIX,"PUBLIX #179 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$31.86 
Food/Drink,Groceries,4/15/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$77.78 
Food/Drink,Groceries,3/23/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.10 
Food/Drink,Groceries,2/19/2022,"PALM BCH GDNS,FL",PUBLIX,"PUBLIX #367 PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$39.98 
Food/Drink,Groceries,2/16/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.62 
Food/Drink,Groceries,2/8/2022,"WEST PALM BEA,FL",PUBLIX,"PUBLIX #1491 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.80 
Food/Drink,Groceries,2/1/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$43.84 
Food/Drink,Groceries,1/15/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$63.32 
Food/Drink,Groceries,1/10/2022,"WEST PALM BEA,FL",FOODTOWN,"FOODTOWN OF NATIONA WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$1.27 
Food/Drink,Groceries,1/10/2022,"N PALM BEACH ,FL",PUBLIX,"PUBLIX #699 N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$22.58 
Food/Drink,Restaurants,12/22/2022,"PALM BEACH GA,FL",CHINATOWN CHEF,"CHINATOWN OF PALM BCH PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$39.53 
Food/Drink,Restaurants,12/10/2022,"LAKE PARK    ,FL",FOGATA MEXICANA,"LA FOGATA LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$45.95 
Food/Drink,Restaurants,12/9/2022,"WEST PALM BEA,FL",CHINA SKY,"CHINA SKY CHINESE FOOD WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$9.90 
Food/Drink,Restaurants,11/30/2022,"MANGONIA PARK,FL",HOOK FISH AND CHICKEN,"HOOK FISH & CHICKEN MANGONIA PARK,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$24.58 
Food/Drink,Restaurants,11/28/2022,"PALM BEACH GA,FL",CHINA GARDEN,"CHINA GARDEN PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$35.89 
Food/Drink,Restaurants,11/28/2022,"HASHTAGAPPLIC,FL",SOUVLAKI FAST,"SOUVLAKI FAST ONLINE HASHTAGAPPLIC,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.67 
Food/Drink,Restaurants,11/23/2022,"WEST PALM BEA,FL",BUDS CHICKEN AND SEAFOOD,"BUDS CHICKEN & SEAFOOD - WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.76 
Food/Drink,Restaurants,11/23/2022,"PALM BEACH GA,FL",CHARLEYS PHILLY STEAKS,"CHARLEYS PHILLY STEAKS 21 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.79 
Food/Drink,Restaurants,11/22/2022,"PALM BEACH GA,FL",CHINATOWN CHEF,"CHINATOWN OF PALM BCH PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$29.91 
Food/Drink,Restaurants,11/14/2022,"561-623-0102 ,FL",RICE AND NOODLE,"RICE AND NOODLE 561-623-0102 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.29 
Food/Drink,Restaurants,11/8/2022,"Palm Beach Ga,FL",ANDYS LATIN FOOD,"SQ *ANDY'S LATIN FOOD Palm Beach Ga,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$32.10 
Food/Drink,Restaurants,11/8/2022,"LAKE PARK    ,FL",GUADALAJARA RESTAURANT,"GUADALAJARA RESTAURANT LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$31.31 
Food/Drink,Restaurants,11/4/2022,"olo.com      ,FL",WINGSTOP,"WINGSTOP 1122 OLO olo.com      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.18 
Food/Drink,Restaurants,10/18/2022,"West Palm Bea,FL",PHO SAIGON,"TST* Pho saigon West Palm Bea,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$44.92 
Food/Drink,Restaurants,10/13/2022,"WEST PALM BEA,FL",BUDS CHICKEN AND SEAFOOD,"BUDS CHICKEN & SEAFOOD - WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$20.76 
Food/Drink,Restaurants,10/6/2022,"West Palm Bea,FL",JOY NOODLES AND RICE,"SQ *JOY NOODLES AND ASIAN West Palm Bea,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$36.94 
Food/Drink,Restaurants,10/3/2022,"HASHTAGAPPLIC,FL",SOUVLAKI FAST,"SOUVLAKI FAST ONLINE HASHTAGAPPLIC,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.93 
Food/Drink,Restaurants,9/13/2022,"HASHTAGAPPLIC,FL",SOUVLAKI GRILL,"SOUVLAKI GRILL II ON HASHTAGAPPLIC,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$27.88 
Food/Drink,Restaurants,9/12/2022,"WEST PALM BEA,FL",EAST WOK,"EAST WOK. WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$12.10 
Food/Drink,Restaurants,9/9/2022,"WEST PALM BEA,FL",SMOOTHIE ME PLEASE,"SMOOTHIE ME PLEASE WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$5.34 
Food/Drink,Restaurants,8/26/2022,"WEST PALM BCH,FL",SOUVLAKI FAST,"TST* SOUVLAKI FAST PBG WEST PALM BCH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.49 
Food/Drink,Restaurants,8/23/2022,"olo.com      ,FL",WINGSTOP,"WINGSTOP 1122 OLO olo.com      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.38 
Food/Drink,Restaurants,6/28/2022,"N PALM BEACH ,FL",VIETNAMESE EXPRESS CAFE,"Vietnamese Express Cafe N PALM BEACH ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$44.94 
Food/Drink,Restaurants,6/23/2022,"LAKE WORTH   ,FL",CHINA EMPIRE,"CHINA EMPIRE LAKE WORTH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.69 
Food/Drink,Restaurants,6/8/2022,"LAKE PARK    ,FL",PHO AND GRILL,"PHO & HOT POR RESTAU LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$24.61 
Food/Drink,Restaurants,5/13/2022,"WEST PALM BEA,FL",HOOK FISH AND CHICKEN,"HOOK FISH & CHICKEN WPB WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$33.45 
Food/Drink,Restaurants,4/28/2022,"561-6607811  ,FL",SNAPPERS FISH AND CHICKEN,"SNAPPERS FISH AND CHICKEN 561-6607811  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$40.60 
Food/Drink,Restaurants,4/23/2022,"LAKE PARK    ,FL",PHO AND GRILL,"PHO & HOT POR RESTAU LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$17.12 
Food/Drink,Restaurants,4/19/2022,"LAKE WORTH   ,FL",TACOS AND CARNITAS PEPE S,"SQ *TACOS AL CARBON OF LA LAKE WORTH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.77 
Food/Drink,Restaurants,4/15/2022,"561-596-0418 ,FL",TAQUERIA HABANERO,"TST* Taqueria Guerrero - 561-596-0418 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$21.37 
Food/Drink,Restaurants,3/23/2022,"LAKE PARK    ,FL",SAIGON,"SAIGON ORIENTAL FOOD LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$30.27 
Food/Drink,Restaurants,3/18/2022,"LAKE PARK    ,FL",SAIGON,"SAIGON ORIENTAL FOOD LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$38.52 
Food/Drink,Restaurants,3/16/2022,"LAKE PARK    ,FL",PHO AND GRILL,"PHO & HOT POR RESTAU LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$133.22 
Food/Drink,Restaurants,3/7/2022,"WEST PALM BEA,FL",99 PEOPLE,"CRAZY BUFFET WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$18.73 
Food/Drink,Restaurants,2/17/2022,"WEST PALM BEA,FL",EAST WOK,"EAST WOK. WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$24.20 
Food/Drink,Restaurants,2/15/2022,"LAKE PARK    ,FL",SAIGON,"SAIGON ORIENTAL FOOD LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$31.40 
Food/Drink,Restaurants,2/12/2022,"561-8487500  ,FL",BUDS CHICKEN AND SEAFOOD,"BUDS CHICKEN & SEAFOOD - 561-8487500  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$43.61 
Food/Drink,Restaurants,2/11/2022,"312-515-1287 ,FL",WINGSTOP,"WINGSTOP - 1122 - MCOMMER 312-515-1287 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$24.60 
Food/Drink,Restaurants,2/9/2022,"561-623-0102 ,FL",RICE AND NOODLE,"RICE AND NOODLE 561-623-0102 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$137.50 
Food/Drink,Restaurants,2/5/2022,"WEST PALM BEA,FL",CHINA SKY,"CHINA SKY CHINESE FOOD WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$42.59 
Food/Drink,Restaurants,2/1/2022,"WEST PALM BEA,FL",CHINA SKY,"CHINA SKY CHINESE FOOD WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$42.59 
Food/Drink,Restaurants,2/1/2022,"PALM BCH GDNS,FL",LA GRANJA NORTHLAKE,"LA GRANJA NORTHLAKE PALM BCH GDNS,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$57.62 
Food/Drink,Restaurants,1/17/2022,"BOYNTON BEACH,FL",PHO 32,"PHO 31 LLC BOYNTON BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$41.57 
Food/Drink,Other Food/Drink,11/30/2022,"800-223-1216 ,NJ",THE VITAMIN SHOPPE,"VIT*VITAMIN SHOPPE.COM 800-223-1216 ,NJ",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$99.93 
Food/Drink,Other Food/Drink,10/18/2022,"561-6891601  ,FL",SMOOTHIE WHIRLD,"SMOOTHIE WHIRLD 561-6891601  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.65 
Food/Drink,Other Food/Drink,10/3/2022,"561-6891601  ,FL",SMOOTHIE WHIRLD,"SMOOTHIE WHIRLD 561-6891601  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$17.08 
Food/Drink,Other Food/Drink,9/27/2022,"WEST PALM BCH,FL",LA MICHOACANA NATURAL,"LA MICHOACANA NATURAL WEST PALM BCH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$8.50 
Food/Drink,Other Food/Drink,9/13/2022,"WEST PALM BCH,FL",LA MICHOACANA NATURAL,"LA MICHOACANA NATURAL WEST PALM BCH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$4.25 
Food/Drink,Other Food/Drink,7/6/2022,"JUPITER      ,FL",THE VITAMIN SHOPPE,"VITAMIN SHOPPE #440 JUPITER      ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$51.99 
Food/Drink,Other Food/Drink,2/5/2022,"HELP.UBER.COM,CA",UBER EATS,"UBER   EATS HELP.UBER.COM,CA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$26.77 
Food/Drink,Other Food/Drink,2/5/2022,"HELP.UBER.COM,CA",UBER EATS,"UBER   EATS HELP.UBER.COM,CA",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$267.29 
Health,Doctor/Hospital,11/16/2022,"PALM BEACH GA,FL",UM2 OTOL PGB,"UM2 OTOL PGB PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.00 
Health,Doctor/Hospital,11/8/2022,"WEST PALM BEA,FL",UM2 FAM MED PALM BEACH,"UM2 FAM MED PALM BEACH WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.00 
Health,Doctor/Hospital,11/8/2022,"PALM BEACH GA,FL",UM2 OPHTH P BCH A,"UM2 OPHTH P BCH A132 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,($2.00)
Health,Doctor/Hospital,11/8/2022,"PALM BEACH GA,FL",UM2 OTOL PGB,"UM2 OTOL PGB PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.00 
Health,Doctor/Hospital,11/4/2022,"561-6553331  ,FL",OBGYN PGA,"OBGYN PGA 100 561-6553331  ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$27.00 
Health,Doctor/Hospital,11/4/2022,"561-790-5215 ,FL",SOUTH FLORIDA PI,"SOUTH FLORIDA FAIR 561-790-5215 ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$114.75 
Health,Eyecare,2/18/2022,"PALM BEACH GA,FL",STANTONOPTICAL,"STANTON OPTICAL PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$184.00 
Health,Pharmacy,12/24/2022,"RIVIERA BEACH,FL",WALGREENS,"WALGREENS #3455 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$36.27 
Health,Pharmacy,12/17/2022,"NORTH PALM BE,FL",WALGREENS,"WALGREENS #5254 NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.99 
Health,Pharmacy,12/2/2022,"PALM BEACH GA,FL",WALGREENS,"WALGREENS #6405 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$17.48 
Health,Pharmacy,11/14/2022,"PALM BEACH GA,FL",CVS,"CVS/PHARMACY #03269 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$14.49 
Health,Pharmacy,9/18/2022,"NORTH PALM BE,FL",WALGREENS,"WALGREENS #5254 NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$10.69 
Health,Pharmacy,9/13/2022,"NORTH PALM BE,FL",WALGREENS,"WALGREENS #5254 NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$55.28 
Health,Pharmacy,9/10/2022,"WEST PALM BEA,FL",CVS,"CVS/PHARMACY #08373 WEST PALM BEA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$48.17 
Health,Pharmacy,9/10/2022,"RIVIERA BEACH,FL",WALGREENS,"WALGREENS #3455 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$32.87 
Health,Pharmacy,6/11/2022,"RIVIERA BEACH,FL",WALGREENS,"WALGREENS #3455 RIVIERA BEACH,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$15.38 
Health,Pharmacy,4/20/2022,"NORTH PALM BE,FL",WALGREENS,"WALGREENS #5254 NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$36.04 
Health,Pharmacy,4/20/2022,"PALM BEACH GA,FL",WALGREENS,"WALGREENS #6405 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$6.67 
Health,Pharmacy,4/18/2022,"NORTH PALM BE,FL",WALGREENS,"WALGREENS #5254 NORTH PALM BE,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$34.96 
Health,Pharmacy,4/15/2022,"PALM BEACH GA,FL",WALGREENS,"WALGREENS #6405 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$19.77 
Health,Pharmacy,2/9/2022,"PALM BEACH GA,FL",CVS,"CVS/PHARMACY #05141 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$12.58 
Health,Pharmacy,1/21/2022,"PALM BEACH GA,FL",CVS,"CVS/PHARMACY #05141 PALM BEACH GA,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$19.98 
Home,Décor/Furnishings,1/17/2022,"MIAMI        ,FL",IKEA,"IKEA MIAMI MIAMI        ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$2.12 
Home,Home Improvements,11/11/2022,"LAKE PARK    ,FL",LOWE'S,"LOWES #01720* LAKE PARK    ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$11.73 
Home,Home Improvements,9/10/2022,"W PALM BCH   ,FL",THE HOME DEPOT,"THE HOME DEPOT #6320 W PALM BCH   ,FL",WELLS FARGO AUTOGRAPH VISA(R) CARD ...2398,$58.42 
